sale_id,sale_date,customer_id,product,amount,region
658,2024-03-27,142,Monitor,1663,RJ
659,2024-04-12,356,Monitor,1033,PE
660,2024-04-11,433,Headset,736,BA
661,2024-01-19,236,Monitor,1601,SC
662,2024-04-03,278,Mouse,247,MG
663,2024-03-30,415,Monitor,1049,PR
664,2024-02-09,487,Webcam,544,SP
665,2024-03-28,455,Notebook,3624,CE
666,2024-02-24,204,Headset,694,MG
667,2024-06-26,457,Webcam,294,RS
668,2024-02-13,130,Teclado,466,SP
669,2024-01-18,298,Webcam,269,RS
670,2024-06-15,297,Mouse,160,CE
671,2024-01-23,195,Mouse,262,BA
672,2024-05-15,256,Teclado,230,PR
673,2024-06-09,254,Mouse,240,SP
674,2024-05-22,243,Mouse,248,SC
675,2024-05-13,447,Headset,446,MG
676,2024-04-19,259,Headset,411,CE
677,2024-06-24,203,Mouse,114,MG
678,2024-03-22,134,Headset,525,SP
679,2024-03-22,311,Monitor,1353,BA
680,2024-01-28,167,Mouse,237,BA
681,2024-06-01,218,Mouse,100,CE
682,2024-06-03,340,Webcam,753,PE
683,2024-02-05,183,Mouse,275,SC
684,2024-02-26,480,Webcam,699,PE
685,2024-06-25,266,Monitor,1337,SC
686,2024-03-21,301,Headset,239,RJ
687,2024-04-25,333,Notebook,3503,SC
688,2024-05-12,491,Webcam,561,RS
689,2024-04-28,185,Monitor,1527,PE
690,2024-06-14,331,Notebook,4479,MG
691,2024-04-10,311,Teclado,241,RJ
692,2024-03-05,265,Webcam,343,RJ
693,2024-06-29,330,Webcam,773,MG
694,2024-04-06,381,Monitor,1686,MG
695,2024-02-07,191,Webcam,545,MG
696,2024-01-31,167,Mouse,83,PE
697,2024-05-19,102,Headset,687,SC
698,2024-04-23,140,Headset,484,CE
699,2024-02-23,125,Mouse,169,SP
700,2024-06-19,395,Headset,311,MG
701,2024-02-11,444,Teclado,454,PE
702,2024-05-28,284,Notebook,3190,RJ
703,2024-04-19,381,Notebook,3599,CE
704,2024-04-15,368,Mouse,94,CE
705,2024-01-23,347,Webcam,515,CE
706,2024-05-27,419,Teclado,438,PE
707,2024-05-06,192,Headset,201,SP
708,2024-04-29,420,Notebook,3424,PR
709,2024-03-30,386,Webcam,510,RJ
710,2024-03-19,253,Headset,541,SC
711,2024-05-25,415,Notebook,3359,PE
712,2024-01-10,430,Mouse,197,PE
713,2024-04-15,480,Notebook,4067,CE
714,2024-01-05,206,Headset,352,SP
715,2024-03-27,292,Webcam,441,RJ
716,2024-03-19,461,Teclado,289,BA
717,2024-04-05,331,Teclado,304,SP
718,2024-02-21,147,Monitor,925,PR
719,2024-05-03,475,Headset,300,MG
720,2024-02-22,470,Notebook,3940,SP
721,2024-06-24,404,Notebook,3682,SP
722,2024-05-27,488,Teclado,314,RS
723,2024-05-16,263,Monitor,1020,RJ
724,2024-01-04,418,Headset,558,PR
725,2024-03-10,172,Webcam,568,PR
726,2024-05-18,327,Notebook,3266,SC
727,2024-01-14,144,Monitor,1083,PR
728,2024-03-20,270,Mouse,287,PE
729,2024-05-25,167,Notebook,4430,PE
730,2024-02-29,214,Mouse,180,PR
731,2024-04-26,349,Notebook,3133,MG
732,2024-03-13,493,Teclado,215,RJ
733,2024-03-24,384,Webcam,660,SC
734,2024-03-02,417,Mouse,178,BA
735,2024-06-26,402,Monitor,1480,RJ
736,2024-05-26,349,Notebook,4212,PE
737,2024-02-15,257,Monitor,1512,PE
738,2024-06-14,438,Notebook,3185,MG
739,2024-04-25,372,Teclado,445,PR
740,2024-03-17,391,Webcam,258,CE
741,2024-04-13,165,Teclado,431,PR
742,2024-01-29,244,Notebook,3481,SC
743,2024-04-07,322,Headset,342,CE
744,2024-04-08,284,Monitor,1195,RJ
745,2024-06-14,108,Mouse,191,MG
746,2024-06-13,312,Monitor,1518,CE
747,2024-04-18,382,Monitor,1263,SP
748,2024-05-27,355,Webcam,809,PR
749,2024-01-09,119,Headset,794,RJ
750,2024-02-06,473,Webcam,330,CE
751,2024-06-05,145,Mouse,251,CE
752,2024-05-28,259,Headset,211,PE
753,2024-05-11,340,Headset,501,MG
754,2024-01-10,455,Headset,262,PE
755,2024-05-28,186,Headset,227,PE
756,2024-01-22,164,Headset,335,RS
757,2024-03-11,231,Notebook,3228,PR
758,2024-02-14,233,Webcam,283,PR
759,2024-01-22,174,Headset,622,BA
760,2024-06-18,325,Webcam,305,RS
761,2024-01-30,126,Mouse,157,BA
762,2024-04-07,449,Webcam,695,SP
763,2024-03-14,329,Monitor,1223,CE
764,2024-06-12,281,Monitor,1567,RJ
765,2024-03-06,435,Headset,447,BA
766,2024-05-13,272,Webcam,258,RJ
767,2024-01-04,310,Notebook,4075,RS
768,2024-03-05,198,Notebook,3048,RJ
769,2024-01-31,144,Headset,779,RJ
770,2024-06-27,194,Teclado,488,SC
771,2024-06-26,441,Teclado,187,SC
772,2024-03-26,130,Teclado,375,SC
773,2024-02-15,430,Monitor,1047,RJ
774,2024-04-23,466,Teclado,187,PE
775,2024-01-05,354,Mouse,89,MG
776,2024-06-28,268,Monitor,903,SC
777,2024-04-13,472,Notebook,4106,CE
778,2024-04-01,270,Webcam,624,CE
779,2024-03-28,141,Monitor,1563,SC
780,2024-06-18,197,Teclado,204,RJ
781,2024-06-10,324,Webcam,857,BA
782,2024-05-05,299,Notebook,4107,SP
783,2024-01-10,273,Notebook,3691,CE
784,2024-04-27,447,Headset,273,MG
785,2024-05-05,434,Notebook,3965,MG
786,2024-06-10,125,Teclado,462,RJ
787,2024-05-07,404,Headset,545,PR
788,2024-01-31,450,Headset,418,MG
789,2024-03-26,132,Notebook,3560,MG
790,2024-04-22,224,Headset,585,SP
791,2024-05-04,141,Notebook,3014,PE
792,2024-06-26,164,Mouse,213,BA
793,2024-02-14,412,Webcam,876,RJ
794,2024-06-09,500,Teclado,152,RJ
795,2024-05-15,148,Headset,424,BA
796,2024-03-11,127,Mouse,255,MG
797,2024-02-10,443,Notebook,3110,RS
798,2024-03-26,415,Monitor,1006,SP
799,2024-05-04,363,Notebook,3145,SC
800,2024-02-20,482,Webcam,350,BA
801,2024-04-15,202,Monitor,975,SC
802,2024-02-07,210,Headset,339,BA
803,2024-06-10,283,Teclado,215,RS
804,2024-02-04,156,Monitor,1328,RS
805,2024-06-03,180,Webcam,338,SC
806,2024-05-13,350,Mouse,151,BA
807,2024-03-04,267,Monitor,1127,SC
808,2024-01-12,120,Monitor,934,RJ
809,2024-04-25,353,Mouse,257,MG
810,2024-04-01,251,Mouse,202,PE
811,2024-05-26,482,Headset,341,MG
812,2024-04-04,420,Monitor,1548,PR
813,2024-05-15,116,Teclado,288,BA
814,2024-06-24,141,Headset,572,RJ
815,2024-04-08,287,Monitor,941,RJ
816,2024-05-23,463,Mouse,218,BA
817,2024-02-27,264,Teclado,498,RJ
818,2024-04-05,276,Monitor,1413,CE
819,2024-06-22,372,Teclado,338,PE
820,2024-01-23,141,Monitor,1195,RJ
821,2024-06-27,175,Monitor,1795,SC
822,2024-06-23,377,Mouse,193,BA
823,2024-01-17,111,Mouse,185,PR
824,2024-05-04,403,Webcam,561,MG
825,2024-03-19,187,Teclado,340,PR
826,2024-03-13,333,Mouse,153,MG
827,2024-02-11,221,Notebook,3084,PR
828,2024-02-17,205,Headset,552,PR
829,2024-04-24,376,Mouse,86,MG
830,2024-04-27,263,Mouse,209,PE
831,2024-03-15,486,Headset,652,RJ
832,2024-05-02,120,Mouse,158,BA
833,2024-04-24,282,Notebook,3668,CE
834,2024-02-26,500,Teclado,192,CE
835,2024-04-10,199,Monitor,1517,SC
836,2024-02-07,466,Monitor,1295,PR
837,2024-03-19,328,Headset,625,RS
838,2024-02-11,472,Monitor,1324,BA
839,2024-03-18,343,Headset,584,SP
840,2024-04-14,427,Teclado,434,BA
841,2024-02-17,295,Teclado,171,RS
842,2024-05-06,386,Webcam,407,RS
843,2024-03-17,427,Webcam,677,MG
844,2024-05-05,452,Webcam,754,RJ
845,2024-06-02,481,Teclado,439,PE
846,2024-06-26,161,Teclado,444,SP
847,2024-02-07,263,Monitor,1038,PR
848,2024-04-17,425,Teclado,299,BA
849,2024-06-09,193,Notebook,4226,RS
850,2024-03-10,450,Webcam,610,MG
851,2024-01-04,170,Headset,548,RJ
852,2024-02-25,179,Headset,772,CE
853,2024-05-16,464,Headset,671,RJ
854,2024-02-03,108,Monitor,1219,CE
855,2024-03-28,188,Webcam,395,BA
856,2024-03-19,164,Mouse,256,SP
857,2024-05-03,487,Monitor,1101,SP
858,2024-04-30,160,Teclado,304,RJ
859,2024-06-03,205,Headset,229,MG
860,2024-03-12,396,Teclado,406,RJ
861,2024-01-26,396,Notebook,4083,SP
862,2024-01-26,209,Headset,389,RJ
863,2024-02-16,281,Monitor,1119,PR
864,2024-02-01,338,Notebook,4064,CE
865,2024-01-11,142,Teclado,347,RS
866,2024-06-24,327,Mouse,298,RJ
867,2024-05-01,447,Teclado,495,PE
868,2024-05-13,437,Webcam,854,RJ
869,2024-02-13,133,Teclado,252,BA
870,2024-04-18,471,Monitor,1683,PR
871,2024-05-01,441,Headset,350,RJ
872,2024-02-01,228,Monitor,1136,SP
873,2024-01-18,355,Webcam,406,RS
874,2024-06-08,419,Notebook,3156,BA
875,2024-03-16,438,Monitor,1416,CE
876,2024-01-05,491,Notebook,3881,PE
877,2024-04-27,118,Notebook,3362,PE
878,2024-04-20,168,Teclado,399,PE
879,2024-06-17,383,Webcam,410,CE
880,2024-01-15,300,Teclado,343,PR
881,2024-01-16,114,Headset,797,PR
882,2024-04-07,149,Monitor,1265,BA
883,2024-03-01,431,Teclado,183,MG
884,2024-01-06,375,Teclado,486,SC
885,2024-03-09,110,Webcam,834,SC
886,2024-03-23,393,Notebook,4000,CE
887,2024-06-19,273,Mouse,191,RJ
888,2024-05-17,209,Teclado,302,RJ
889,2024-05-28,148,Headset,743,SC
890,2024-02-23,277,Notebook,4334,CE
891,2024-03-21,202,Monitor,1157,MG
892,2024-01-05,421,Webcam,468,PE
893,2024-03-09,426,Headset,261,BA
894,2024-04-03,336,Mouse,275,SC
895,2024-03-22,132,Webcam,414,RS
896,2024-06-24,407,Mouse,118,BA
897,2024-03-20,337,Monitor,1346,MG
898,2024-03-10,169,Notebook,3529,SP
899,2024-05-04,500,Notebook,3113,SC
900,2024-04-03,443,Webcam,834,CE
901,2024-01-31,367,Webcam,342,BA
902,2024-06-02,162,Teclado,449,SC
903,2024-02-25,173,Notebook,3358,SP
904,2024-05-05,373,Teclado,312,BA
905,2024-03-12,174,Teclado,338,SP
906,2024-06-18,127,Webcam,566,PR
907,2024-06-24,162,Headset,208,RS
908,2024-03-18,146,Mouse,192,SP
909,2024-03-11,141,Monitor,1654,RJ
910,2024-02-11,457,Teclado,330,PE
911,2024-06-26,114,Notebook,4313,SP
912,2024-04-12,202,Webcam,411,BA
913,2024-05-12,465,Webcam,577,PE
914,2024-05-02,476,Mouse,291,BA
915,2024-01-22,312,Teclado,343,SP
916,2024-01-06,385,Webcam,453,RS
917,2024-06-28,186,Notebook,3821,RJ
918,2024-04-04,187,Headset,664,RJ
919,2024-02-27,465,Mouse,153,MG
920,2024-04-20,205,Headset,393,MG
921,2024-04-14,174,Notebook,3594,PR
922,2024-05-29,450,Webcam,581,SC
923,2024-06-24,208,Webcam,324,RJ
924,2024-05-22,130,Notebook,3681,RS
925,2024-05-09,417,Monitor,1304,SP
926,2024-05-28,191,Teclado,402,RJ
927,2024-03-22,463,Headset,520,MG
928,2024-05-07,243,Webcam,779,PR
929,2024-04-21,184,Teclado,227,BA
930,2024-02-08,127,Mouse,146,SC
931,2024-01-30,353,Notebook,3904,RJ
932,2024-02-07,163,Teclado,295,RS
933,2024-05-24,439,Headset,784,SC
934,2024-01-20,226,Monitor,996,SC
935,2024-04-05,402,Notebook,3662,PE
936,2024-06-09,237,Headset,663,MG
937,2024-02-24,124,Webcam,810,SC
938,2024-01-24,304,Teclado,354,MG
939,2024-04-09,499,Monitor,1562,PE
940,2024-04-20,476,Teclado,217,CE
941,2024-02-21,350,Monitor,1387,SC
942,2024-04-04,414,Mouse,103,PR
943,2024-04-28,446,Mouse,206,CE
944,2024-01-22,248,Monitor,981,RS
945,2024-03-04,367,Monitor,1482,CE
946,2024-01-28,361,Monitor,996,PR
947,2024-03-06,399,Notebook,4031,MG
948,2024-04-10,123,Notebook,3852,RS
949,2024-03-28,195,Mouse,146,CE
950,2024-01-05,102,Monitor,913,SC
951,2024-06-17,481,Headset,569,RS
952,2024-01-23,164,Mouse,288,SP
953,2024-02-23,346,Webcam,445,RJ
954,2024-03-18,494,Monitor,1385,MG
955,2024-06-28,327,Monitor,920,RS
956,2024-05-25,300,Notebook,3683,PE
957,2024-05-28,405,Webcam,747,CE
958,2024-05-31,471,Headset,262,SP
959,2024-04-18,395,Teclado,287,RJ
960,2024-05-06,418,Webcam,544,BA
961,2024-04-30,276,Monitor,1419,PE
962,2024-02-03,250,Webcam,733,MG
963,2024-06-08,206,Teclado,194,MG
964,2024-02-21,180,Headset,510,BA
965,2024-05-22,124,Notebook,3734,CE
966,2024-01-09,132,Teclado,466,BA
967,2024-05-04,232,Teclado,173,MG
968,2024-06-25,363,Headset,668,RJ
969,2024-06-05,412,Notebook,4151,RJ
970,2024-02-22,285,Mouse,275,RJ
971,2024-02-09,431,Teclado,220,SC
972,2024-01-02,225,Monitor,1193,PR
973,2024-04-16,284,Webcam,681,BA
974,2024-02-05,319,Monitor,1369,PE
975,2024-02-07,494,Notebook,4469,PR
976,2024-04-12,495,Mouse,274,SP
977,2024-06-10,465,Webcam,561,PR
978,2024-03-29,104,Teclado,225,BA
979,2024-05-19,419,Headset,614,RS
980,2024-01-22,118,Headset,753,BA
981,2024-01-24,361,Headset,363,SP
982,2024-05-18,403,Teclado,305,RJ
983,2024-01-16,290,Teclado,331,PE
984,2024-03-17,393,Webcam,829,CE
985,2024-06-01,219,Teclado,491,SC
986,2024-05-13,477,Mouse,229,PE
987,2024-01-26,175,Webcam,313,SC
988,2024-02-03,343,Mouse,253,CE
989,2024-05-12,498,Monitor,1498,PE
990,2024-04-16,183,Mouse,262,CE
991,2024-05-15,160,Webcam,822,PR
992,2024-01-31,408,Monitor,1023,CE
993,2024-02-09,160,Teclado,305,MG
994,2024-02-06,401,Monitor,1212,SP
995,2024-02-01,380,Teclado,172,RS
996,2024-05-24,331,Teclado,460,PE
997,2024-04-25,441,Monitor,1787,BA
998,2024-04-11,273,Headset,484,MG
999,2024-01-07,392,Webcam,822,RJ
1000,2024-02-19,416,Headset,734,PE
